directory,class
covid/COVID19(489).jpg,1
covid/COVID-19 (150).jpg,1
covid/COVID-19 (30).jpeg,1
covid/COVID19(285).jpg,1
covid/COVID19(470).jpg,1
covid/COVID19(337).jpg,1
covid/COVID19(530).jpg,1
covid/COVID-19 (143).jpg,1
covid/COVID19(122).jpg,1
covid/COVID-19 (708).jpg,1
covid/COVID-19 (652).jpg,1
covid/COVID-19 (546).jpg,1
covid/COVID19(554).jpg,1
covid/COVID19(291).jpg,1
covid/COVID-19 (53).jpg,1
covid/COVID19(268).jpg,1
covid/COVID-19 (408).jpg,1
covid/COVID19(141).jpg,1
covid/COVID-19 (126).jpg,1
covid/COVID19(524).jpg,1
covid/COVID19(127).jpg,1
covid/COVID-19 (500).jpg,1
covid/COVID19(248).jpg,1
covid/COVID-19 (224).jpg,1
covid/COVID-19 (582).jpg,1
covid/COVID19(553).jpg,1
covid/COVID-19 (528).jpg,1
covid/COVID19(252).jpg,1
covid/COVID19(219).jpg,1
covid/COVID-19 (807).jpg,1
covid/COVID19(459).jpg,1
covid/COVID-19 (349).jpg,1
covid/COVID-19 (235).jpg,1
covid/COVID19(148).jpg,1
covid/COVID19(532).jpg,1
covid/COVID-19 (119).jpg,1
covid/COVID-19 (730).jpg,1
covid/COVID-19 (517).jpg,1
covid/COVID-19 (716).jpg,1
covid/COVID-19 (37).jpg,1
covid/COVID-19 (634).jpg,1
covid/COVID-19 (380).jpg,1
covid/COVID-19 (164).jpg,1
covid/COVID19(574).jpg,1
covid/COVID-19 (559).jpg,1
covid/COVID-19 (607).jpg,1
covid/COVID-19 (683).jpg,1
covid/COVID-19 (315).jpg,1
covid/COVID-19 (71).jpg,1
covid/COVID-19 (612).jpg,1
covid/COVID19(130).jpg,1
covid/COVID-19 (371).jpg,1
covid/COVID-19 (724).jpg,1
covid/COVID19(118).jpg,1
covid/COVID-19 (296).jpg,1
covid/COVID-19 (169).jpg,1
covid/COVID-19 (266).jpg,1
covid/COVID-19 (620).jpg,1
covid/COVID19(364).jpg,1
covid/COVID-19 (142).jpg,1
covid/COVID19(543).jpg,1
covid/COVID19(280).jpg,1
covid/COVID19(32).jpg,1
covid/COVID19(313).jpg,1
covid/COVID19(382).jpg,1
covid/COVID-19 (792).jpg,1
covid/COVID-19 (834).jpg,1
covid/COVID19(50).jpg,1
covid/COVID19(231).jpg,1
covid/COVID19(472).jpg,1
covid/COVID19(486).jpg,1
covid/COVID-19 (543).jpg,1
covid/D7AF463C-2369-492D-908D-BE1911CCD74C.jpeg,1
covid/COVID-19 (242).jpg,1
covid/COVID-19 (67).jpg,1
covid/COVID-19 (382).jpg,1
covid/COVID-19 (437).jpg,1
covid/COVID19(298).jpg,1
covid/COVID19(446).jpg,1
covid/COVID19(367).jpg,1
covid/COVID19(385).jpg,1
covid/COVID19(30).jpg,1
covid/COVID19(558).jpg,1
covid/COVID19(230).jpg,1
covid/COVID-19 (171).jpg,1
covid/COVID19(269).jpg,1
covid/COVID-19 (619).jpg,1
covid/COVID-19 (91).jpg,1
covid/COVID19(262).jpg,1
covid/COVID19(555).jpg,1
covid/COVID-19 (581).jpg,1
covid/COVID19(95).jpg,1
covid/COVID-19 (762).jpg,1
covid/COVID19(476).jpg,1
covid/COVID-19 (585).jpg,1
covid/COVID19(155).jpg,1
covid/COVID-19 (82).jpg,1
covid/COVID19(413).jpg,1
covid/COVID-19 (479).jpg,1
covid/COVID-19 (736).jpg,1
covid/COVID19(228).jpg,1
covid/COVID19(366).jpg,1
covid/COVID-19 (516).jpg,1
covid/COVID19(331).jpg,1
covid/COVID-19 (565).jpg,1
covid/COVID-19 (92).jpg,1
covid/COVID-19 (590).jpg,1
covid/COVID19(140).jpg,1
covid/COVID-19 (159).jpg,1
covid/COVID-19 (682).jpg,1
covid/COVID-19 (151).jpg,1
covid/COVID-19 (258).jpg,1
covid/COVID-19 (695).jpg,1
covid/COVID-19 (420).jpg,1
covid/COVID-19 (521).jpg,1
covid/COVID-19 (421).jpg,1
covid/COVID19(483).jpg,1
covid/COVID19(307).jpg,1
covid/COVID19(438).jpg,1
covid/COVID19(102).jpg,1
covid/COVID-19 (756).jpg,1
covid/COVID19(357).jpg,1
covid/COVID-19 (747).jpg,1
covid/COVID-19 (306).jpg,1
covid/COVID19(223).jpg,1
covid/COVID-19 (219).jpg,1
covid/COVID-19 (341).jpg,1
covid/COVID-19 (152).jpg,1
covid/1F6343EE-AFEC-4B7D-97F5-62797EE18767-1068x1064.jpeg,1
covid/COVID19(169).jpg,1
covid/COVID19(566).jpg,1
covid/COVID19(23).jpg,1
covid/COVID-19 (282).jpg,1
covid/COVID-19 (722).jpg,1
covid/COVID-19 (828).jpg,1
covid/COVID19(59).jpg,1
covid/COVID19(54).jpg,1
covid/COVID19(516).jpg,1
covid/COVID-19 (575).jpg,1
covid/COVID-19 (787).jpg,1
covid/COVID19(190).jpg,1
covid/COVID-19 (17).jpeg,1
covid/COVID-19 (474).jpg,1
covid/COVID-19 (845).jpg,1
covid/COVID-19 (824).jpg,1
covid/5CBC2E94-D358-401E-8928-965CCD965C5C-768x633.jpeg,1
covid/COVID-19 (569).jpg,1
covid/COVID-19 (860).jpg,1
covid/COVID19(427).jpg,1
covid/COVID-19 (781).jpg,1
covid/COVID19(484).jpg,1
covid/COVID-19 (815).jpg,1
covid/COVID-19 (355).jpg,1
covid/COVID19(501).jpg,1
covid/COVID-19 (165).jpg,1
covid/COVID-19 (407).jpg,1
covid/COVID-19 (20).jpeg,1
covid/COVID-19 (698).jpg,1
covid/COVID-19 (412).jpg,1
covid/COVID-19 (621).jpg,1
covid/COVID-19 (840).jpg,1
covid/COVID-19 (822).jpg,1
covid/COVID19(423).jpg,1
covid/COVID19(455).jpg,1
covid/COVID19(225).jpg,1
covid/COVID-19 (317).jpg,1
covid/COVID19(67).jpg,1
covid/COVID-19 (14).jpeg,1
covid/COVID-19 (24).jpg,1
covid/COVID19(89).jpg,1
covid/1312A392-67A3-4EBF-9319-810CF6DA5EF6-1068x1086.jpeg,1
covid/COVID-19 (275).jpg,1
covid/COVID19(0).jpg,1
covid/COVID19(270).jpg,1
covid/COVID19(177).jpg,1
covid/COVID-19 (550).jpg,1
covid/COVID-19 (425).jpg,1
covid/COVID-19 (402).jpg,1
covid/COVID-19 (810).jpg,1
covid/COVID-19 (340).jpg,1
covid/COVID-19 (797).jpg,1
covid/COVID19(3).jpg,1
covid/COVID19(53).jpg,1
covid/COVID19(179).jpg,1
covid/COVID-19 (359).jpg,1
covid/COVID19(152).jpg,1
covid/COVID19(113).jpg,1
covid/COVID19(560).jpg,1
covid/COVID19(112).jpg,1
covid/COVID-19 (181).jpg,1
covid/COVID19(131).jpg,1
covid/COVID-19 (133).jpg,1
covid/COVID-19 (874).jpg,1
covid/COVID-19 (780).jpg,1
covid/COVID-19 (600).jpg,1
covid/COVID-19 (75).jpg,1
covid/COVID19(257).jpg,1
covid/COVID19(549).jpg,1
covid/COVID-19 (629).jpg,1
covid/COVID19(502).jpg,1
covid/COVID19(167).jpg,1
covid/COVID-19 (572).jpg,1
covid/COVID-19 (831).jpg,1
covid/COVID19(96).jpg,1
covid/COVID-19 (636).jpg,1
covid/COVID-19 (122).jpg,1
covid/COVID-19 (681).jpg,1
covid/COVID-19 (38).jpg,1
covid/COVID19(575).jpg,1
covid/COVID-19 (760).jpg,1
covid/COVID19(47).jpg,1
covid/COVID-19 (251).jpg,1
covid/COVID-19 (429).jpg,1
covid/COVID-19 (346).jpg,1
covid/COVID-19 (279).jpg,1
covid/COVID19(542).jpg,1
covid/COVID-19 (13).jpg,1
covid/COVID-19 (200).jpg,1
covid/COVID-19 (717).jpg,1
covid/COVID19(17).jpg,1
covid/COVID19(571).jpg,1
covid/COVID-19 (140).jpg,1
covid/COVID-19 (751).jpg,1
covid/COVID-19 (435).jpg,1
covid/7AF6C1AF-D249-4BD2-8C26-449304105D03-1068x881.jpeg,1
covid/COVID-19 (154).jpg,1
covid/COVID-19 (44).jpg,1
covid/COVID-19 (288).jpg,1
covid/COVID19(48).jpg,1
covid/39EE8E69-5801-48DE-B6E3-BE7D1BCF3092-1068x892.jpeg,1
covid/COVID-19 (592).jpg,1
covid/COVID-19 (571).jpg,1
covid/COVID19(415).jpg,1
covid/COVID-19 (861).jpg,1
covid/COVID19(249).jpg,1
covid/COVID-19 (740).jpg,1
covid/COVID-19 (515).jpg,1
covid/COVID-19 (110).jpg,1
covid/1B734A89-A1BF-49A8-A1D3-66FAFA4FAC5D-768x635.jpeg,1
covid/COVID-19 (70).jpg,1
covid/COVID19(309).jpg,1
covid/COVID-19 (782).jpg,1
covid/COVID19(126).jpg,1
covid/7EF28E12-F628-4BEC-A8C5-E6277C2E4F60.png,1
covid/COVID19(174).jpg,1
covid/COVID-19 (321).jpg,1
covid/COVID-19 (399).jpg,1
covid/COVID-19 (591).jpg,1
covid/COVID19(496).jpg,1
covid/COVID-19 (23).jpeg,1
covid/COVID-19 (767).jpg,1
covid/COVID-19 (100).jpg,1
covid/COVID19(258).jpg,1
covid/COVID19(14).jpg,1
covid/COVID19(191).jpg,1
covid/COVID19(256).jpg,1
covid/COVID-19 (603).jpg,1
covid/COVID-19 (848).jpg,1
covid/COVID-19 (269).jpg,1
covid/COVID-19 (332).jpg,1
covid/COVID-19 (589).jpg,1
covid/COVID-19 (472).jpg,1
covid/COVID-19 (411).jpg,1
covid/COVID-19 (1).png,1
covid/COVID-19 (217).jpg,1
covid/COVID-19 (647).jpg,1
covid/COVID-19 (15).jpeg,1
covid/COVID-19 (79).jpg,1
covid/COVID-19 (749).jpg,1
covid/COVID-19 (102).jpg,1
covid/COVID19(344).jpg,1
covid/COVID-19 (162).jpg,1
covid/COVID-19 (763).jpg,1
covid/COVID19(512).jpg,1
covid/COVID-19 (278).jpg,1
covid/COVID19(245).jpg,1
covid/COVID19(57).jpg,1
covid/COVID-19 (761).jpg,1
covid/COVID19(319).jpg,1
covid/COVID-19 (449).jpg,1
covid/COVID19(216).jpg,1
covid/COVID-19 (554).jpg,1
covid/COVID-19 (672).jpg,1
covid/COVID-19 (729).jpg,1
covid/COVID-19 (32).jpg,1
covid/COVID19(391).jpg,1
covid/COVID-19 (55).jpg,1
covid/2966893D-5DDF-4B68-9E2B-4979D5956C8E.jpeg,1
covid/COVID19(220).jpg,1
covid/7E335538-2F86-424E-A0AB-6397783A38D0-768x623.jpeg,1
covid/COVID-19 (112).jpg,1
covid/COVID-19 (15).jpg,1
covid/COVID-19 (816).jpg,1
covid/COVID-19 (21).jpg,1
covid/COVID-19 (127).jpg,1
covid/COVID19(287).jpg,1
covid/COVID19(19).jpg,1
covid/COVID-19 (163).jpg,1
covid/COVID-19 (452).jpg,1
covid/COVID19(368).jpg,1
covid/COVID19(184).jpg,1
covid/COVID-19 (23).jpg,1
covid/COVID19(536).jpg,1
covid/COVID-19 (398).jpg,1
covid/COVID-19 (693).jpg,1
covid/COVID19(146).jpg,1
covid/COVID19(178).jpg,1
covid/COVID-19 (752).jpg,1
covid/COVID19(432).jpg,1
covid/COVID-19 (4).jpg,1
covid/COVID19(261).jpg,1
covid/7E4C26C2-7DA8-4E03-802F-33463E71122A-1068x805.jpeg,1
covid/COVID19(229).jpg,1
covid/COVID-19 (791).jpg,1
covid/COVID-19 (597).jpg,1
covid/COVID19(21).jpg,1
covid/COVID19(306).jpg,1
covid/COVID-19 (661).jpg,1
covid/COVID19(189).jpg,1
covid/COVID-19 (389).jpg,1
covid/COVID19(417).jpg,1
covid/COVID-19 (808).jpg,1
covid/COVID-19 (431).jpg,1
covid/COVID-19 (851).jpg,1
covid/COVID-19 (463).jpg,1
covid/COVID-19 (496).jpg,1
covid/COVID19(37).jpg,1
covid/COVID-19 (667).jpg,1
covid/COVID19(86).jpg,1
covid/RX-torace-a-letto-del-paziente-in-unica-proiezione-AP-1-1.jpeg,1
covid/COVID19(239).jpg,1
covid/COVID-19 (5).jpg,1
covid/COVID-19 (642).jpg,1
covid/COVID-19 (688).jpg,1
covid/COVID-19 (631).jpg,1
covid/COVID19(358).jpg,1
covid/COVID19(477).jpg,1
covid/COVID-19 (174).jpg,1
covid/COVID-19 (49).jpg,1
covid/COVID19(260).jpg,1
covid/COVID-19 (876).jpg,1
covid/COVID19(147).jpg,1
covid/COVID-19 (445).jpg,1
covid/134895D3-77B8-4546-B7E5-C7DABD600309-1068x911.jpeg,1
covid/COVID-19 (811).jpg,1
covid/COVID-19 (868).jpg,1
covid/COVID19(314).jpg,1
covid/COVID19(199).jpg,1
covid/COVID19(398).jpg,1
covid/COVID19(572).jpg,1
covid/COVID19(507).jpg,1
covid/COVID-19 (462).jpg,1
covid/COVID-19 (564).jpg,1
covid/COVID-19 (757).jpg,1
covid/COVID19(346).jpg,1
covid/COVID-19 (271).jpg,1
covid/COVID19(419).jpg,1
covid/COVID-19 (376).jpg,1
covid/COVID19(213).jpg,1
covid/COVID-19 (492).jpg,1
covid/COVID-19 (400).jpg,1
covid/COVID19(474).jpg,1
covid/COVID19(513).jpg,1
covid/COVID19(539).jpg,1
covid/COVID-19 (347).jpg,1
covid/COVID-19 (334).jpg,1
covid/COVID-19 (536).jpg,1
covid/COVID-19 (819).jpg,1
covid/COVID19(240).jpg,1
covid/COVID19(250).jpg,1
covid/COVID19(65).jpg,1
covid/COVID19(97).jpg,1
covid/COVID19(302).jpg,1
covid/COVID-19 (299).jpg,1
covid/COVID19(203).jpg,1
covid/COVID19(414).jpg,1
covid/COVID19(395).jpg,1
covid/COVID-19 (679).jpg,1
covid/COVID-19 (700).jpg,1
covid/COVID-19 (785).jpg,1
covid/COVID-19 (124).jpg,1
covid/COVID-19 (343).jpg,1
covid/COVID-19 (36).jpg,1
covid/COVID19(12).jpg,1
covid/COVID19(87).jpg,1
covid/COVID-19 (553).jpg,1
covid/COVID-19 (16).jpeg,1
covid/COVID-19 (274).jpg,1
covid/COVID-19 (8).jpg,1
covid/COVID-19 (789).jpg,1
covid/COVID-19 (640).jpg,1
covid/COVID19(372).jpg,1
covid/COVID-19 (602).jpg,1
covid/COVID19(85).jpg,1
covid/COVID19(212).jpg,1
covid/COVID-19 (267).jpg,1
covid/COVID19(447).jpg,1
covid/COVID-19 (7).jpeg,1
covid/COVID19(1).jpg,1
covid/COVID19(301).jpg,1
covid/COVID-19 (370).jpg,1
covid/COVID19(91).jpg,1
covid/COVID-19 (633).jpg,1
covid/COVID-19 (586).jpg,1
covid/COVID19(83).jpg,1
covid/COVID-19 (428).jpg,1
covid/COVID-19 (253).jpg,1
covid/COVID-19 (26).jpeg,1
covid/COVID19(170).jpg,1
covid/COVID-19 (13).jpeg,1
covid/COVID-19 (755).jpg,1
covid/COVID-19 (130).jpg,1
covid/COVID-19 (750).jpg,1
covid/COVID19(135).jpg,1
covid/COVID-19 (77).jpg,1
covid/COVID-19 (632).jpg,1
covid/COVID-19 (131).jpg,1
covid/COVID-19 (561).jpg,1
covid/COVID-19 (394).jpg,1
covid/COVID-19 (109).jpg,1
covid/COVID-19 (827).jpg,1
covid/COVID19(475).jpg,1
covid/COVID-19 (196).jpg,1
covid/COVID-19 (821).jpg,1
covid/COVID-19 (292).jpg,1
covid/COVID19(303).jpg,1
covid/COVID-19 (268).jpg,1
covid/COVID19(341).jpg,1
covid/COVID-19 (222).jpg,1
covid/COVID-19 (461).jpg,1
covid/COVID-19 (731).jpg,1
covid/COVID-19 (183).jpg,1
covid/COVID19(10).jpg,1
covid/COVID-19 (494).jpg,1
covid/COVID19(567).jpg,1
covid/COVID-19 (135).jpg,1
covid/COVID-19 (243).jpg,1
covid/COVID19(222).jpg,1
covid/COVID-19 (820).jpg,1
covid/COVID19(133).jpg,1
covid/COVID-19 (405).jpg,1
covid/COVID-19 (273).jpg,1
covid/COVID19(381).jpg,1
covid/COVID19(263).jpg,1
covid/COVID19(546).jpg,1
covid/COVID19(294).jpg,1
covid/COVID-19 (852).jpg,1
covid/COVID-19 (305).jpg,1
covid/COVID19(565).jpg,1
covid/COVID-19 (446).jpg,1
covid/COVID19(63).jpg,1
covid/COVID-19 (482).jpg,1
covid/COVID19(182).jpg,1
covid/COVID-19 (699).jpg,1
covid/COVID-19 (18).jpeg,1
covid/COVID-19 (247).jpg,1
covid/COVID-19 (701).jpg,1
covid/COVID19(244).jpg,1
covid/COVID-19 (814).jpg,1
covid/COVID-19 (360).jpg,1
covid/COVID-19 (637).jpg,1
covid/COVID19(444).jpg,1
covid/COVID19(340).jpg,1
covid/COVID-19 (123).jpg,1
covid/COVID19(405).jpg,1
covid/COVID-19 (712).jpg,1
covid/COVID19(350).jpg,1
covid/COVID19(221).jpg,1
covid/COVID19(429).jpg,1
covid/COVID-19 (333).jpg,1
covid/COVID-19 (530).jpg,1
covid/COVID-19 (348).jpg,1
covid/COVID19(108).jpg,1
covid/COVID19(468).jpg,1
covid/COVID-19 (65).jpg,1
covid/COVID19(388).jpg,1
covid/COVID19(316).jpg,1
covid/COVID-19 (351).jpg,1
covid/COVID-19 (187).jpg,1
covid/COVID-19 (230).jpg,1
covid/COVID-19 (800).jpg,1
covid/COVID19(401).jpg,1
covid/COVID-19 (61).jpg,1
covid/COVID-19 (549).jpg,1
covid/COVID-19 (6).jpg,1
covid/COVID-19 (593).jpg,1
covid/COVID-19 (678).jpg,1
covid/COVID-19 (778).jpg,1
covid/COVID-19 (556).jpg,1
covid/COVID19(451).jpg,1
covid/COVID-19 (480).jpg,1
covid/COVID19(363).jpg,1
covid/COVID19(521).jpg,1
covid/COVID-19 (20).jpg,1
covid/COVID-19 (234).jpg,1
covid/COVID-19 (758).jpg,1
covid/COVID19(493).jpg,1
covid/COVID19(510).jpg,1
covid/COVID-19 (624).jpg,1
covid/COVID-19 (309).jpg,1
covid/COVID-19 (27).jpeg,1
covid/COVID19(193).jpg,1
covid/COVID19(544).jpg,1
covid/COVID19(453).jpg,1
covid/COVID19(66).jpg,1
covid/COVID19(520).jpg,1
covid/COVID19(370).jpg,1
covid/COVID-19 (486).jpg,1
covid/COVID-19 (726).jpg,1
covid/COVID-19 (72).jpg,1
covid/COVID-19 (265).jpg,1
covid/COVID19(380).jpg,1
covid/COVID-19 (10).jpeg,1
covid/COVID19(495).jpg,1
covid/COVID-19 (826).jpg,1
covid/COVID-19 (689).jpg,1
covid/COVID-19 (654).jpg,1
covid/COVID19(428).jpg,1
covid/COVID-19 (665).jpg,1
covid/COVID19(310).jpg,1
covid/COVID-19 (99).jpg,1
covid/COVID-19 (232).jpg,1
covid/COVID19(116).jpg,1
covid/COVID19(25).jpg,1
covid/COVID-19 (3).jpg,1
covid/COVID-19 (475).jpg,1
covid/COVID19(73).jpg,1
covid/COVID19(406).jpg,1
covid/COVID19(271).jpg,1
covid/COVID-19 (658).jpg,1
covid/COVID-19 (443).jpg,1
covid/COVID-19 (878).jpg,1
covid/COVID-19 (11).jpeg,1
covid/COVID-19 (818).jpg,1
covid/COVID-19 (393).jpg,1
covid/COVID-19 (290).jpg,1
covid/COVID-19 (453).jpg,1
covid/COVID-19 (22).jpeg,1
covid/93FE0BB1-022D-4F24-9727-987A07975FFB-1068x971.jpeg,1
covid/COVID19(317).jpg,1
covid/COVID-19 (673).jpg,1
covid/COVID-19 (669).jpg,1
covid/COVID-19 (801).jpg,1
covid/COVID19(389).jpg,1
covid/COVID-19 (584).jpg,1
covid/COVID-19 (677).jpg,1
covid/COVID19(164).jpg,1
covid/COVID19(412).jpg,1
covid/COVID19(198).jpg,1
covid/COVID-19 (325).jpg,1
covid/COVID-19 (28).jpeg,1
covid/COVID19(529).jpg,1
covid/COVID19(151).jpg,1
covid/COVID19(82).jpg,1
covid/COVID-19 (316).jpg,1
covid/COVID-19 (738).jpg,1
covid/COVID-19 (771).jpg,1
covid/CD50BA96-6982-4C80-AE7B-5F67ACDBFA56-1068x875.jpeg,1
covid/COVID19(525).jpg,1
covid/COVID19(356).jpg,1
covid/COVID19(551).jpg,1
covid/COVID19(68).jpg,1
covid/23E99E2E-447C-46E5-8EB2-D35D12473C39-1068x801.png,1
covid/COVID19(482).jpg,1
covid/COVID-19 (773).jpg,1
covid/COVID19(463).jpg,1
covid/COVID-19 (838).jpg,1
covid/COVID19(156).jpg,1
covid/COVID-19 (1).jpeg,1
covid/COVID-19 (614).jpg,1
covid/COVID19(409).jpg,1
covid/COVID-19 (369).jpg,1
covid/COVID-19 (298).jpg,1
covid/COVID-19 (655).jpg,1
covid/COVID-19 (714).jpg,1
covid/COVID19(295).jpg,1
covid/COVID19(490).jpg,1
covid/COVID19(318).jpg,1
covid/COVID-19 (644).jpg,1
covid/COVID-19 (447).jpg,1
covid/03BF7561-A9BA-4C3C-B8A0-D3E585F73F3C-1068x1083.jpeg,1
covid/COVID-19 (537).jpg,1
covid/COVID-19 (508).jpg,1
covid/COVID19(325).jpg,1
covid/2B8649B2-00C4-4233-85D5-1CE240CF233B.jpeg,1
covid/COVID-19 (841).jpg,1
covid/COVID-19 (385).jpg,1
covid/COVID19(411).jpg,1
covid/6CB4EFC6-68FA-4CD5-940C-BEFA8DAFE9A7-768x495.jpeg,1
covid/COVID-19 (80).jpg,1
covid/COVID19(243).jpg,1
covid/COVID-19 (63).jpg,1
covid/COVID-19 (491).jpg,1
covid/COVID-19 (866).jpg,1
covid/COVID19(125).jpg,1
covid/COVID-19 (598).jpg,1
covid/COVID-19 (338).jpg,1
covid/COVID19(522).jpg,1
covid/COVID19(362).jpg,1
covid/COVID-19 (418).jpg,1
covid/COVID19(254).jpg,1
covid/COVID19(348).jpg,1
covid/COVID-19 (666).jpg,1
covid/COVID-19 (197).jpg,1
covid/COVID-19 (48).jpg,1
covid/COVID19(236).jpg,1
covid/COVID-19 (798).jpg,1
covid/COVID19(323).jpg,1
covid/COVID-19 (52).jpg,1
covid/COVID-19 (307).jpg,1
covid/COVID-19 (434).jpg,1
covid/COVID-19 (538).jpg,1
covid/COVID19(312).jpg,1
covid/COVID-19 (595).jpg,1
covid/COVID-19 (327).jpg,1
covid/COVID-19 (406).jpg,1
covid/COVID-19 (117).jpg,1
covid/COVID19(75).jpg,1
covid/COVID-19 (809).jpg,1
covid/COVID19(462).jpg,1
covid/COVID-19 (276).jpg,1
covid/COVID-19 (524).jpg,1
covid/COVID-19 (618).jpg,1
covid/COVID-19 (26).jpg,1
covid/COVID19(511).jpg,1
covid/COVID-19 (373).jpg,1
covid/COVID19(103).jpg,1
covid/COVID-19 (842).jpg,1
covid/COVID-19 (684).jpg,1
covid/COVID19(354).jpg,1
covid/COVID19(439).jpg,1
covid/COVID-19 (311).jpg,1
covid/COVID19(46).jpg,1
covid/COVID19(326).jpg,1
covid/COVID19(375).jpg,1
covid/COVID19(548).jpg,1
covid/COVID19(336).jpg,1
covid/COVID-19 (246).jpg,1
covid/COVID-19 (539).jpg,1
covid/COVID-19 (141).jpg,1
covid/COVID19(28).jpg,1
covid/COVID19(349).jpg,1
covid/COVID-19 (548).jpg,1
covid/COVID-19 (646).jpg,1
covid/COVID19(58).jpg,1
covid/COVID-19 (413).jpg,1
covid/COVID-19 (790).jpg,1
covid/COVID-19 (545).jpg,1
covid/COVID-19 (578).jpg,1
covid/COVID-19 (114).jpg,1
covid/COVID19(204).jpg,1
covid/COVID-19 (312).jpg,1
covid/COVID-19 (362).jpg,1
covid/COVID19(379).jpg,1
covid/COVID19(196).jpg,1
covid/COVID-19 (483).jpg,1
covid/COVID-19 (195).jpg,1
covid/COVID-19 (211).jpg,1
covid/COVID19(281).jpg,1
covid/COVID19(60).jpg,1
covid/COVID-19 (464).jpg,1
covid/COVID-19 (189).jpg,1
covid/COVID-19 (391).jpg,1
covid/COVID-19 (574).jpg,1
covid/COVID-19 (167).jpg,1
covid/COVID-19 (804).jpg,1
covid/COVID-19 (289).jpg,1
covid/COVID19(72).jpg,1
covid/COVID-19 (784).jpg,1
covid/COVID-19 (237).jpg,1
covid/COVID-19 (42).jpg,1
covid/COVID19(211).jpg,1
covid/01E392EE-69F9-4E33-BFCE-E5C968654078-768x572.jpeg,1
covid/COVID-19 (864).jpg,1
covid/COVID19(88).jpg,1
covid/COVID-19 (381).jpg,1
covid/COVID-19 (322).jpg,1
covid/COVID-19 (440).jpg,1
covid/COVID-19 (442).jpg,1
covid/COVID19(437).jpg,1
covid/COVID19(504).jpg,1
covid/COVID19(426).jpg,1
covid/COVID-19 (670).jpg,1
covid/COVID-19 (628).jpg,1
covid/COVID-19 (441).jpg,1
covid/COVID-19 (616).jpg,1
covid/COVID-19 (485).jpg,1
covid/COVID-19 (835).jpg,1
covid/COVID19(192).jpg,1
covid/COVID19(150).jpg,1
covid/COVID-19 (180).jpg,1
covid/COVID-19 (657).jpg,1
covid/COVID-19 (769).jpg,1
covid/COVID19(485).jpg,1
covid/COVID-19 (138).jpg,1
covid/COVID19(460).jpg,1
covid/COVID-19 (60).jpg,1
covid/COVID19(509).jpg,1
covid/COVID-19 (513).jpg,1
covid/COVID-19 (220).jpg,1
covid/COVID-19 (476).jpg,1
covid/COVID-19 (284).jpg,1
covid/COVID-19 (540).jpg,1
covid/COVID-19 (630).jpg,1
covid/COVID-19 (650).jpg,1
covid/COVID-19 (505).jpg,1
covid/COVID-19 (336).jpg,1
covid/COVID-19 (613).jpg,1
covid/COVID-19 (448).jpg,1
covid/COVID-19 (238).jpg,1
covid/COVID-19 (244).jpg,1
covid/COVID-19 (372).jpg,1
covid/COVID-19 (786).jpg,1
covid/COVID-19 (812).jpg,1
covid/COVID19(387).jpg,1
covid/COVID19(386).jpg,1
covid/COVID-19 (287).jpg,1
covid/COVID-19 (93).jpg,1
covid/COVID-19 (19).jpeg,1
covid/COVID-19 (675).jpg,1
covid/COVID-19 (817).jpg,1
covid/COVID-19 (233).jpg,1
covid/COVID19(20).jpg,1
covid/COVID-19 (120).jpg,1
covid/COVID-19 (711).jpg,1
covid/COVID-19 (18).jpg,1
covid/COVID-19 (185).jpg,1
covid/COVID-19 (177).jpg,1
covid/COVID19(93).jpg,1
covid/COVID-19 (869).jpg,1
covid/COVID-19 (10).jpg,1
covid/COVID19(217).jpg,1
covid/COVID-19 (510).jpg,1
covid/COVID-19 (685).jpg,1
covid/COVID19(418).jpg,1
covid/COVID-19 (272).jpg,1
covid/COVID-19 (525).jpg,1
covid/COVID-19 (137).jpg,1
pneumonia/00013304_002.png,2
pneumonia/person1415_virus_2425.jpeg,2
pneumonia/person490_virus_996.jpeg,2
pneumonia/person1710_bacteria_4526.jpeg,2
pneumonia/person417_bacteria_1841.jpeg,2
pneumonia/person1281_virus_2204.jpeg,2
pneumonia/person1667_bacteria_4418.jpeg,2
pneumonia/person1305_bacteria_3271.jpeg,2
pneumonia/person988_bacteria_2915.jpeg,2
pneumonia/00000963_007.png,2
pneumonia/person477_bacteria_2028.jpeg,2
pneumonia/person328_bacteria_1514.jpeg,2
pneumonia/person458_bacteria_1950.jpeg,2
pneumonia/person1097_virus_1817.jpeg,2
pneumonia/person1345_bacteria_3426.jpeg,2
pneumonia/person149_virus_299.jpeg,2
pneumonia/person957_virus_1629.jpeg,2
pneumonia/person1164_virus_1952.jpeg,2
pneumonia/person938_virus_1600.jpeg,2
pneumonia/00015977_002.png,2
pneumonia/person904_bacteria_2829.jpeg,2
pneumonia/person1430_bacteria_3693.jpeg,2
pneumonia/00025776_000.png,2
pneumonia/person52_bacteria_249.jpeg,2
pneumonia/person1628_bacteria_4298.jpeg,2
pneumonia/person517_bacteria_2196.jpeg,2
pneumonia/person1170_virus_1969.jpeg,2
pneumonia/person375_bacteria_1713.jpeg,2
pneumonia/person1716_bacteria_4533.jpeg,2
pneumonia/person1158_virus_1942.jpeg,2
pneumonia/00027266_001.png,2
pneumonia/person624_virus_1198.jpeg,2
pneumonia/person1484_virus_2577.jpeg,2
pneumonia/00027775_004.png,2
